Dia,Dia group,Grade,Quantity,Rate
0,0,0,-0.6483396393952006,-0.12048771929824541
0,0,0,-1.0045757188095479,1.0736842105263158
1,1,0,0.9105658346400899,-0.17543859649122806
1,1,0,0.5214742116027972,-0.4016708771929823
1,1,0,1.2556384717126352,-0.359899649122807
1,1,0,0.23271233293862764,-0.3473684210526316
1,1,0,1.0820447978416687,-0.18947368421052632
1,1,0,0.21764763980484314,-0.20350877192982456
1,1,0,-0.09352341208186551,-0.08421052631578947
1,1,0,2.0743130798186757,-0.20701754385964913
1,1,0,0.01018479746147336,-0.20350877192982456
1,1,0,0.5231912258943706,-0.06315789473684211
1,1,0,0.022354854715004768,-0.20350877192982456
1,1,0,0.19870866579444174,-0.20350877192982456
1,1,0,0.5386062843183161,-0.20350877192982456
1,1,0,-0.5505418581561892,0.0
1,1,0,-0.6880472077470576,0.16106947368421037
1,1,0,-0.4232239897142838,0.16106947368421037
1,1,0,0.3972931190133554,-0.22807017543859648
1,1,0,0.5692341861856136,-0.20350877192982456
1,1,0,1.9920715027968923,-0.1543859649122807
1,1,0,-0.42076419168326823,-0.1368421052631579
1,1,0,0.34338446715926796,-0.11929824561403508
1,1,0,0.0,-0.04912280701754386
1,1,0,0.24957009217298076,-0.20350877192982456
1,1,0,-0.05987416015426836,-0.11929824561403508
1,1,0,0.05453935663882198,-0.11929824561403508
1,1,0,0.44681607831572734,-0.10526315789473684
1,1,0,-0.3341842051387594,-0.08421052631578947
1,1,0,1.3196102805161292,0.2011698245614034
1,1,0,2.0743130798186757,-0.22456140350877193
1,1,0,0.0,-0.10526315789473684
1,1,0,-0.6371785131041474,-0.08421052631578947
1,1,0,2.0743130798186757,-0.23859649122807017
1,1,0,0.0,-0.20350877192982456
1,1,0,0.1527487048119267,-0.16140350877192983
1,1,0,-0.020489431926863658,-0.11929824561403508
1,1,0,0.22518949318863862,-0.10526315789473684
1,1,0,2.0743130798186757,-0.07017543859649122
1,1,0,-0.10413311603862085,-0.22456140350877193
1,1,0,-0.42076419168326823,-0.1543859649122807
1,1,0,0.5607531335018637,-0.11929824561403508
1,1,0,-0.6938051561020443,-0.10526315789473684
1,1,0,-0.3412596437300724,-0.10526315789473684
1,1,0,-0.008176435616341578,-0.10526315789473684
1,1,0,0.42744901696008875,-0.10526315789473684
1,1,0,0.13338019212473276,-0.08421052631578947
1,1,0,0.4008552918877265,-0.04912280701754386
1,1,0,2.0743130798186757,-0.2771929824561403
1,1,0,0.38479475156358983,-0.10526315789473684
1,1,0,0.40619128454693143,-0.08421052631578947
1,1,0,0.5437295260643751,-0.0324140350877194
1,1,0,-0.19073585327053938,0.16106947368421037
1,1,0,-0.14920631788004493,-0.4
1,1,0,2.0743130798186757,-0.11929824561403508
1,1,0,0.3865831779179332,-0.10526315789473684
1,1,0,-0.3698075370978418,-0.09824561403508772
1,1,0,0.20440311662477745,-0.11228070175438597
1,1,0,-0.27612893612573725,-0.04912280701754386
1,1,0,-0.6014331010621974,-0.10526315789473684
1,1,0,-0.357864050291819,-0.10526315789473684
1,1,0,0.008150991712523582,-0.10526315789473684
1,1,0,1.7430496151803851,-0.11929824561403508
1,1,0,0.03446939155883195,-0.10526315789473684
1,1,0,0.5692341861856136,-0.10526315789473684
1,1,0,-1.9256869201813243,-0.07017543859649122
1,1,0,-0.19736136797790005,-0.07017543859649122
1,1,0,-0.8687120395368644,-0.06315789473684211
1,1,0,0.018304383378789098,-0.10526315789473684
1,1,0,0.044523081827563676,-0.10526315789473684
1,1,0,-0.19294224348161063,-0.04912280701754386
1,1,0,-0.5592719702386066,0.06182105263157874
1,1,0,0.762250071694043,-0.11929824561403508
1,1,0,0.41151860281862157,-0.10526315789473684
1,1,0,0.5607531335018637,0.0
1,1,0,0.38121493591830247,-0.10526315789473684
1,1,0,-0.6851764806760766,0.16106947368421037
1,1,0,-0.4256869201813242,0.16106947368421037
1,1,0,0.32885394458075373,-0.18947368421052632
1,1,0,0.0,-0.17543859649122806
1,1,0,1.2312416284528571,-0.1543859649122807
1,1,0,1.2441736053902217,-0.1543859649122807
1,1,0,0.2138695283944201,-0.10526315789473684
1,1,0,-0.19736136797790005,-0.08421052631578947
1,1,0,0.7104463622947694,0.056140350877192984
1,1,0,-0.1687865413102469,0.07017543859649122
1,1,0,-0.8395084818895121,-0.14035087719298245
1,1,0,2.0674229580851686,-0.11929824561403508
1,1,0,0.21008659770117902,-0.10526315789473684
1,1,0,-0.8050209469008891,0.10526315789473684
1,1,0,0.5231912258943706,-0.18947368421052632
1,1,0,2.0743130798186757,-0.16140350877192983
1,1,0,0.5743130798186757,-0.10526315789473684
1,1,0,-0.006129925593064294,-0.04912280701754386
1,1,0,0.5420226128686639,-0.12598175438596476
1,1,0,-0.20622520024986157,-0.11929824561403508
1,1,0,0.5403148661116931,-0.10526315789473684
1,1,0,-0.4256869201813242,0.07017543859649122
1,1,0,-0.3507314231057405,-0.2807017543859649
1,1,0,0.4397865415745847,-0.10526315789473684
1,1,0,0.597919226482467,-0.10526315789473684
1,1,0,1.0909607250505267,-0.07017543859649122
1,1,0,0.519756345746464,-0.2632245614035086
1,1,0,0.6496459627337977,-0.23859649122807017
1,1,0,-0.6260953064311026,-0.10526315789473684
1,1,0,0.01627682376948732,-0.10526315789473684
1,1,0,-0.9997568554962344,-0.19949894736842108
1,1,0,1.2226001360033716,-0.11929824561403508
1,1,0,-0.19957411698097874,-0.10526315789473684
1,1,0,0.9414302067127235,-0.07017543859649122
1,1,0,0.21008659770117902,-0.1368421052631579
1,1,0,-0.4256869201813242,-0.11929824561403508
1,1,0,-0.5987156980528234,-0.10526315789473684
1,1,0,-0.6233364512945194,-0.11929824561403508
1,1,0,1.0716198426158734,-0.11929824561403508
1,1,0,0.7509778950046598,-0.10526315789473684
1,1,0,0.9275698478861872,-0.09824561403508772
1,1,0,-0.7229350334579047,-0.04912280701754386
1,1,0,0.7331972051917022,-0.04912280701754386
1,1,0,-0.29916136502398283,-0.45680842105263136
1,1,0,0.45558226854443634,-0.23859649122807017
1,1,0,-0.2945350963308416,-0.1543859649122807
1,1,0,-0.21067002791418693,-0.10526315789473684
1,1,0,-0.002041712313209366,-0.10526315789473684
1,1,0,0.8747815313988374,-0.11929824561403508
1,1,0,-0.20178900037302816,-0.10526315789473684
1,1,0,0.014247709133665862,-0.10526315789473684
1,1,0,1.5620098992714635,-0.11929824561403508
1,1,0,0.23083339605770814,-0.04912280701754386
1,1,0,1.2756343230832605,-0.11929824561403508
1,1,0,-0.20400602562420872,-0.10526315789473684
1,1,0,-0.19515074593842732,-0.10526315789473684
1,1,0,-0.443016373203971,-0.04912280701754386
1,1,0,1.0746009446012859,-0.11929824561403508
1,1,0,0.21575918512170278,-0.11228070175438597
1,1,0,0.032454118907121104,-0.10526315789473684
1,1,0,0.5760044297756064,-0.10526315789473684
1,1,0,1.141146483046598,-0.47017543859649125
1,1,0,-0.6880472077470576,-0.1543859649122807
1,1,0,-0.519160191377626,-0.11929824561403508
1,1,0,-0.3483593879393075,-0.11929824561403508
1,1,0,0.4485711532585992,-0.10526315789473684
1,1,0,0.3865831779179332,-0.04912280701754386
1,1,0,0.36685587569783507,-0.17543859649122806
1,1,0,0.21575918512170278,-0.08421052631578947
1,1,0,-0.6709038225438761,-0.07017543859649122
1,1,0,0.185378519308939,-0.04912280701754386
1,1,0,0.36685587569783507,-0.20350877192982456
1,1,0,0.8700906318220554,-0.11929824561403508
